usuario,location,latitud,longitud
Wilson81797498,"El Oro, Ecuador",-3.25861,-79.96053
JorgeLuisMald11,"Loja, Ecuador",-3.99313,-79.20422
GABOJGSS,Ecuador,-1.25,-78.25
guillosanchez,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
gabu_crucita,"Loja, Ecuador",-3.99313,-79.20422
jose_rooa,"Machala, El Oro, Ecuador",-3.25861,-79.96053
democraciasi4,"Portoviejo, Manabí, Ecuador",-1.05458,-80.45445
Punckerita,"Ambato, Tungurahua, Ecuador",-1.24908,-78.61675
chrismartuccil,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
RonaldVerdesoto,Ecuador,-1.25,-78.25
Yerovi10,"Loja, Ecuador",-3.99313,-79.20422
AuriaHerrera,"Gonzanamá, Loja, Ecuador",-4.25,-79.45
Jeanninecruzz,"Loja, Ecuador",-3.99313,-79.20422
crierqui,"Loja, Ecuador",-3.99313,-79.20422
jorgegeovannyr,"Macará, Loja, Ecuador",-4.38181,-79.9437
JuventudesDsi22,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
marcosimbana,"Loja, Ecuador",-3.99313,-79.20422
ENZONAVIA,"Santa Elena, Ecuador",-2.22622,-80.85873
_BadBoy_12,Ecuador,-1.25,-78.25
DemocraciasiLoj,"Loja, Ecuador",-3.99313,-79.20422
Lady53951670,"Loja, Ecuador",-3.99313,-79.20422
fcosilvag,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
juank20,Ecuador,-1.25,-78.25
35apzamorach,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
LetiCueva,"Loja, Ecuador",-3.99313,-79.20422
MaAngelicaLeon,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
antonioagape,Ecuador,-1.25,-78.25
ReinaldoDBA,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
johnnyandino1,Ecuador,-1.25,-78.25
YhennerR,"Loja, Ecuador",-3.99313,-79.20422
juan_jaramillov,"Loja, Ecuador",-3.99313,-79.20422
manuco_robles,"Loja, Ecuador",-3.99313,-79.20422
W_Smith_Loja,"Loja, Ecuador",-3.99313,-79.20422
normanwray,Ecuador,-1.25,-78.25
ladysnet,"Loja, Ecuador",-3.99313,-79.20422
AlitaRodriguez1,"Celica, Loja, Ecuador",-4.15536,-80.00725
tjimenezarrobo,"Loja, Ecuador",-3.99313,-79.20422
CAMACHOJUANCARL,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
AndresCarrion2,"Nayón, Quito, Pichincha, Ecuador",-0.17099,-78.43102
Santiago_Ch_T,"Loja, Ecuador",-3.99313,-79.20422
KARINAROJAS2016,"Machala, El Oro, Ecuador",-3.25861,-79.96053
EguigurenBoris,"Loja, Ecuador",-3.99313,-79.20422
isapauheri1,"Mocache, Los Ríos, Ecuador",-1.18683,-79.54442
ernesto_alvear,"Loja, Ecuador",-3.99313,-79.20422
PiedadFernadez,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
CamilaPunin,"Loja, Ecuador",-3.99313,-79.20422
LeninCortes5,Ecuador,-1.25,-78.25
jimePiedad,"Loja, Ecuador",-3.99313,-79.20422
MichuHrmoxa,"Loja, Ecuador",-3.99313,-79.20422
FMMarketingDig2,"Loja, Ecuador",-3.99313,-79.20422
vicheapolo1,"Loja, Ecuador",-3.99313,-79.20422
darthwiin,"Loja, Ecuador",-3.99313,-79.20422
KathTorres7,"Loja, Ecuador",-3.99313,-79.20422
GrChaDi,"Loja, Ecuador",-3.99313,-79.20422
MaCrisMeneses,"Loja, Ecuador",-3.99313,-79.20422
mnalvear,"Aeropuerto Internacional Mariscal Sucre, Quito, Ecuador",-0.11956,-78.35518
NellyCa56803595,"Quilanga, Loja, Ecuador",-4.34159,-79.37862
jofranzu,"Loja, Ecuador",-3.99313,-79.20422
MonikaLopezAvil,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
OmarAMaldonado,"Loja, Ecuador",-3.99313,-79.20422
DiocesisLoja,"Loja, Ecuador",-3.99313,-79.20422
MinuteroL,"Loja, Ecuador",-3.99313,-79.20422
aguamanialoja,"Catamayo, Loja, Ecuador",-4,-79.36667
rubenbaezz,"Zaruma, El Oro, Ecuador",-3.69132,-79.61174
wilsonordez,"Loja, Ecuador",-3.99313,-79.20422
geovaespinoza,"Loja, Ecuador",-3.99313,-79.20422
sandraabadcasti,"Loja, Ecuador",-3.99313,-79.20422
Quamios,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
NiveaVelez,"Loja, Ecuador",-3.99313,-79.20422
VinicioAbarca,"Loja, Ecuador",-3.99313,-79.20422
SChoferesLoja,"Loja, Ecuador",-3.99313,-79.20422
capitanbravo21,Ecuador,-1.25,-78.25
marveherdoiza,"La Libertad, Santa Elena, Ecuador",-2.23149,-80.8998
DarwinRomeoQui1,"Loja, Ecuador",-3.99313,-79.20422
jessieaguirre,"Loja, Ecuador",-3.99313,-79.20422
magaazulhotmai1,"Machala, El Oro, Ecuador",-3.25861,-79.96053
mfcisneros84,Ecuador,-1.25,-78.25
BUSTAPEREZLUIS1,Ecuador,-1.25,-78.25
elgranroberth,"Loja, Ecuador",-3.99313,-79.20422
sabajalnur,Ecuador,-1.25,-78.25
FabianMacasR,"Loja, Ecuador",-3.99313,-79.20422
huancavilca57,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
DLoja,"Loja, Ecuador",-3.99313,-79.20422
julioramonh,"Santo Domingo, Ecuador",-0.25305,-79.17536
SandoyaC,"Loja, Ecuador",-3.99313,-79.20422
RosaLilianaCas1,"Piñas, El Oro, Ecuador",-3.68107,-79.68083
VeritoVegaRuiz,"Pasaje, El Oro, Ecuador",-3.32561,-79.80697
la_peana,"La Peaña, Pasaje, El Oro, Ecuador",-3.31088,-79.85087
de_capiro,"Piñas, El Oro, Ecuador",-3.68107,-79.68083
Richard84141527,"Piñas, El Oro, Ecuador",-3.68107,-79.68083
RosaLuzLM,Ecuador,-1.25,-78.25
GalvezMargareth,"Loja, Ecuador",-3.99313,-79.20422
HTDMACHALA,"Machala, El Oro, Ecuador",-3.25861,-79.96053
torresarita12,"Loja, Ecuador",-3.99313,-79.20422
PonceMartinezJF,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
oscarcampito,Ecuador,-1.25,-78.25
MarioMontes8,"Napo, Ecuador",-0.62915,-77.83164
CrudoECU,Ecuador,-1.25,-78.25
LuisTorres1981,"París, Francia",48.85341,2.3488
Irajaramillo,Ecuador,-1.25,-78.25
ENBEcuador,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
magdasalazarg,Ecuador,-1.25,-78.25
EdisonPadillaL,"Loja, Ecuador",-3.99313,-79.20422
andres88SF,"Loja, Ecuador",-3.99313,-79.20422
juancagonzalezv,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Katitasalazar2,"Atahualpa, El Oro, Ecuador",-3.54638,-79.71621
soyemprendec,"Loja, Ecuador",-3.99313,-79.20422
Joaquin49833747,"San Juan de Aznalfarache, Sevilla, Andalucía, España",37.35813,-6.03731
JLPeraltaMusic,"Loja, Ecuador",-3.99313,-79.20422
susanaguarnizo,"Loja, Ecuador",-3.99313,-79.20422
AdrianEncalada9,"Loja, Ecuador",-3.99313,-79.20422
JefaturaZ,"Zapotillo, Loja, Ecuador",-4.22038,-80.32116
mabejumbo,"Loja, Ecuador",-3.99313,-79.20422
kakalderon,Ecuador,-1.25,-78.25
colesangerardo,"Loja, Ecuador",-3.99313,-79.20422
conadisecu,"Loja, Ecuador",-3.99313,-79.20422
DPaladinez,"Loja, Ecuador",-3.99313,-79.20422
gnulinuxec,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
CordovaJonatha6,"La Tingue, Paltas, Loja, Ecuador",,
JackitaCeli,"Loja, Ecuador",-3.99313,-79.20422
jsarangoq,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
seps_ec,Ecuador,-1.25,-78.25
santidavid,Ecuador,-1.25,-78.25
Fisioactiva2016,"Loja, Ecuador",-3.99313,-79.20422
PABLOJRUIZA,"Loja, Ecuador",-3.99313,-79.20422
alexandraminga1,Ecuador,-1.25,-78.25
machutec,"Loja, Ecuador",-3.99313,-79.20422
Coqui196703,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
flisol_loja,"Loja, Ecuador",-3.99313,-79.20422
serranoortegab1,Ecuador,-1.25,-78.25
RosaParedesHer1,"Loja, Ecuador",-3.99313,-79.20422
erestraga,"Riobamba, Chimborazo, Ecuador",-1.67098,-78.64712
VAMOSECUADOR_35,Ecuador,-1.25,-78.25
ArqCarlota,Ecuador,-1.25,-78.25
UTPLCosta,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
FloritaGuille,"Loja, Ecuador",-3.99313,-79.20422
ApZaruma,"Zaruma, El Oro, Ecuador",-3.69132,-79.61174
HenryFePineda,"Loja, Ecuador",-3.99313,-79.20422
macisleiva,"Loja, Ecuador",-3.99313,-79.20422
RNAUTPL,"Loja, Ecuador",-3.99313,-79.20422
fannyriofrio1,"Loja, Ecuador",-3.99313,-79.20422
FicusisabelDe,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
ecuapasta,"Loja, Ecuador",-3.99313,-79.20422
Gaby_RTo,"Loja, Ecuador",-3.99313,-79.20422
jpmontoyam,Ecuador,-1.25,-78.25
GadTsachilas,"Santo Domingo, Ecuador",-0.25305,-79.17536
malejandra_ap,"Loja, Ecuador",-3.99313,-79.20422
kattymartinezv,Ecuador,-1.25,-78.25
VikOchoa,"Cádiz, España",36.52672,-6.2891
loja_travel,"Loja, Ecuador",-3.99313,-79.20422
roscarinho,"Loja, Ecuador",-3.99313,-79.20422
JavierYoza,"Portoviejo, Manabí, Ecuador",-1.05458,-80.45445
Kacmora,"Loja, Ecuador",-3.99313,-79.20422
PaulinaOrtega13,Ecuador,-1.25,-78.25
julita_mendieta,"Loja, Ecuador",-3.99313,-79.20422
Robbin1103,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
LolitaRuizJ,"Loja, Ecuador",-3.99313,-79.20422
luisantiago36,"Santa Elena, Ecuador",-2.22622,-80.85873
Sm0021,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
TatiTorresM,"Portoviejo, Manabí, Ecuador",-1.05458,-80.45445
antot1,"Loja, Ecuador",-3.99313,-79.20422
PeJotaCC,"Loja, Ecuador",-3.99313,-79.20422
roberalonsoc1,"Malacatos, Loja, Ecuador",-4.18846,-79.2362
Glendis1027,"Loja, Ecuador",-3.99313,-79.20422
roberalonsoc,"Loja, Ecuador",-3.99313,-79.20422
pablo_da10,"Loja, Ecuador",-3.99313,-79.20422
gabucho1975,"Machala, El Oro, Ecuador",-3.25861,-79.96053
jorgesolanocar,"Loja, Ecuador",-3.99313,-79.20422
MarlonNunezV,"Loja, Ecuador",-3.99313,-79.20422
DanielElPinta,"Loja, Ecuador",-3.99313,-79.20422
disagofecit,"Loja, Ecuador",-3.99313,-79.20422
lorecostaj,"Loja, Ecuador",-3.99313,-79.20422
S0f1,Ecuador,-1.25,-78.25
josemiguelmorav,"Loja, Ecuador",-3.99313,-79.20422
AlainVelez,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
kary_peke2008,"Ambato, Tungurahua, Ecuador",-1.24908,-78.61675
DalilaCuenca3,"Loja, Ecuador",-3.99313,-79.20422
JOVENESJove,"Loja, Ecuador",-3.99313,-79.20422
ElviraRamon,Granada,12.11667,-61.66667
Mariajoseherpe,Granada,12.11667,-61.66667
natavaldivieso,"Loja, Ecuador",-3.99313,-79.20422
JPguerrer74,"Loja, Ecuador",-3.99313,-79.20422
psoejerezmqsado,"Jérez del Marquesado, Granada, Andalucía, España",37.16667,-3.13333
juank_li,Ecuador,-1.25,-78.25
TP_spv,"San Pedro, Vilcabamba, Loja, Ecuador",-4.22622,-79.1756
TMT30,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Fergarciamigue,"Granada, Andalucía, España",37.18817,-3.60667
SantiagoSB1,"Loja, Ecuador",-3.99313,-79.20422
JimmyLpezCeli1,"Loja, Ecuador",-3.99313,-79.20422
casgero,Ecuador,-1.25,-78.25
CamaraLoja,"Loja, Ecuador",-3.99313,-79.20422
Jennielizac,Ecuador,-1.25,-78.25
RadioPlanetSur,"Loja, Ecuador",-3.99313,-79.20422
julioccj1982,"Loja, Ecuador",-3.99313,-79.20422
PaulPonce30,"Loja, Ecuador",-3.99313,-79.20422
Shila07,"Loja, Ecuador",-3.99313,-79.20422
ivansalgon,"Loja, Ecuador",-3.99313,-79.20422
pamelakaren1991,"Latacunga, Cotopaxi, Ecuador",-0.93521,-78.61554
SambitaMoreno,"Ambato, Tungurahua, Ecuador",-1.24908,-78.61675
Silvanaisabelv,"Loja, Ecuador",-3.99313,-79.20422
JohannaCatuta,"Ambato, Tungurahua, Ecuador",-1.24908,-78.61675
gabuchita22,"Loja, Ecuador",-3.99313,-79.20422
belenviteric,"Ambato, Tungurahua, Ecuador",-1.24908,-78.61675
amariacomsocial,"Loja, Ecuador",-3.99313,-79.20422
UTecnicaAmbato,"Loja, Ecuador",-3.99313,-79.20422
AnaPolicar,"Polícar, Granada, Andalucía, España",37.25759,-3.23375
kekegonzalez55,"Loja, Ecuador",-3.99313,-79.20422
Hever_Sanchez_M,"Loja, Ecuador",-3.99313,-79.20422
PsoeGranada,"Granada, Andalucía, España",37.18817,-3.60667
lachamba,"Loja, Ecuador",-3.99313,-79.20422
RichardPSS,"Loja, Ecuador",-3.99313,-79.20422
noammarcos,España,40,-4
Javierjp95,"Loja, Ecuador",-3.99313,-79.20422
finarojasc_11,"Loja, Ecuador",-3.99313,-79.20422
crteinforma,"Loja, Ecuador",-3.99313,-79.20422
pabloaguilar3,"Loja, Ecuador",-3.99313,-79.20422
981laradio,"Loja, Ecuador",-3.99313,-79.20422
die_go_p,"Loja, Ecuador",-3.99313,-79.20422
YipsyCarrion,"Loja, Ecuador",-3.99313,-79.20422
ignaciomendie13,"Loja, Ecuador",-3.99313,-79.20422
GeorgiMoranC,"Machala, El Oro, Ecuador",-3.25861,-79.96053
Karito2713,"Portovelo, El Oro, Ecuador",-3.71667,-79.61667
Patty091187,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
aguinsaca_c,"Loja, Ecuador",-3.99313,-79.20422
IsraelGuarnizo,"Loja, Ecuador",-3.99313,-79.20422
tiifonk,"Loja, Ecuador",-3.99313,-79.20422
FrancoT4,"Loja, Ecuador",-3.99313,-79.20422
1103005121,Ecuador,-1.25,-78.25
Geovannaelizab4,Ecuador,-1.25,-78.25
Cafesradio,"Loja, Ecuador",-3.99313,-79.20422
jaimemantilla,Ecuador,-1.25,-78.25
RicardoCeli3,"Loja, Ecuador",-3.99313,-79.20422
isamon641,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
liss_luzuriaga,"Loja, Ecuador",-3.99313,-79.20422
jhonlima26,"Loja, Ecuador",-3.99313,-79.20422
TURISMOITSS,"Loja, Ecuador",-3.99313,-79.20422
gfercitarios,"Loja, Ecuador",-3.99313,-79.20422
montano_godoy,"Loja, Ecuador",-3.99313,-79.20422
IsabelArmijos6,"Loja, Ecuador",-3.99313,-79.20422
INPCEcuador,Ecuador,-1.25,-78.25
ClubInterpolar,"Loja, Ecuador",-3.99313,-79.20422
Daniel_r04,"Santa Rosa, El Oro, Ecuador",-3.44385,-80.00982
GA_BBU,Ecuador,-1.25,-78.25
datorresj,"Loja, Ecuador",-3.99313,-79.20422
Pausolgj,"Loja, Ecuador",-3.99313,-79.20422
Cristia96125485,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
dmahauad53,"Loja, Ecuador",-3.99313,-79.20422
niches13,"Loja, Ecuador",-3.99313,-79.20422
byonvien,"Loja, Ecuador",-3.99313,-79.20422
DarioJaramilloP,"Loja, Ecuador",-3.99313,-79.20422
PazLudeaJ,"Loja, Ecuador",-3.99313,-79.20422
bolivarjumbo,"Pindal, Loja, Ecuador",-4.08074,-80.10644
pabloan19,"Loja, Ecuador",-3.99313,-79.20422
_miichelll,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
juancarsantosm,"Riobamba, Chimborazo, Ecuador",-1.67098,-78.64712
pablomendieta77,"Loja, Ecuador",-3.99313,-79.20422
RotaractLoja,"Loja, Ecuador",-3.99313,-79.20422
VeronicaOjedaV,"Loja, Ecuador",-3.99313,-79.20422
CrisLudenaJ,"Loja, Ecuador",-3.99313,-79.20422
PomaMylenna,"Loja, Ecuador",-3.99313,-79.20422
anama17granda,Ecuador,-1.25,-78.25
noticierouno,Ecuador,-1.25,-78.25
jaminvargas,"Loja, Ecuador",-3.99313,-79.20422
galanhomero,"Loja, Ecuador",-3.99313,-79.20422
el_santo87,"Loja, Ecuador",-3.99313,-79.20422
JeanOjedaPiedra,"Loja, Ecuador",-3.99313,-79.20422
TelmoFRios,"Loja, Ecuador",-3.99313,-79.20422
vanessaAfeijoo,"Yuncos, Castilla-La Mancha, España",40.0859,-3.87106
l000t0n,"Morona, Morona Santiago, Ecuador",-2.5,-77.91667
LucioArmijos,"Machala, El Oro, Ecuador",-3.25861,-79.96053
larpatrik,Ecuador,-1.25,-78.25
GnesisEncarnac2,"Loja, Ecuador",-3.99313,-79.20422
KaixerOfficial,"Loja, Ecuador",-3.99313,-79.20422
julioortegasag1,"Loja, Ecuador",-3.99313,-79.20422
maritzamorch,"Loja, Ecuador",-3.99313,-79.20422
mario_gualan,Ecuador,-1.25,-78.25
cceloro,"Machala, El Oro, Ecuador",-3.25861,-79.96053
RAMIROPEREIRA7,"Loja, Ecuador",-3.99313,-79.20422
DARIOPRADO3,"Loja, Ecuador",-3.99313,-79.20422
jpachecoe,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
RaPerezTorresEc,Ecuador,-1.25,-78.25
PalLuzuriaga,"Loja, Ecuador",-3.99313,-79.20422
AT_Hernan,"Loja, Ecuador",-3.99313,-79.20422
LojaAlDia,"Loja, Ecuador",-3.99313,-79.20422
ValValori22,Ecuador,-1.25,-78.25
EdgarCarrionC,"Loja, Ecuador",-3.99313,-79.20422
75Menita,"Catamayo, Loja, Ecuador",-4,-79.36667
ZobeidaGudino,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
yoisiyusi,"Loja, Ecuador",-3.99313,-79.20422
LuisAlf10044113,"Loja, Ecuador",-3.99313,-79.20422
KarinaReyesO2,"El Guabo, El Oro, Ecuador",-3.25,-79.85
alclar57,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Edith1105,"Loja, Ecuador",-3.99313,-79.20422
iamCheleins,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Carjocosa,"Loja, Ecuador",-3.99313,-79.20422
AndreaCuripoma,"Loja, Ecuador",-3.99313,-79.20422
bebacueva,"Loja, Ecuador",-3.99313,-79.20422
yukita2014,"Loja, Ecuador",-3.99313,-79.20422
CE5ARHDEZ,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
rodricor6,"Loja, Ecuador",-3.99313,-79.20422
mjks_,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Gregoriozuiga2,"Cúcuta, Colombia",7.89391,-72.50782
erikgranda25,"Loja, Ecuador",-3.99313,-79.20422
rysiguenzao,Ecuador,-1.25,-78.25
chatojobol,"Loja, Ecuador",-3.99313,-79.20422
gatitovenavides,Colombia,4,-73.25
tale_fv,"Loja, Ecuador",-3.99313,-79.20422
angelitoelguapo,"Machala, El Oro, Ecuador",-3.25861,-79.96053
Christianvera75,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Brunopaladines,"Loja, Ecuador",-3.99313,-79.20422
Cos_loja,"Loja, Ecuador",-3.99313,-79.20422
GorkiAguirreT,"Loja, Ecuador",-3.99313,-79.20422
MayraSuky,"Macará, Loja, Ecuador",-4.38181,-79.9437
jvpadillav,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
MrEduluis,"Loja, Ecuador",-3.99313,-79.20422
cuerdarota_,Ecuador,-1.25,-78.25
KarlosAndradet,"Loja, Ecuador",-3.99313,-79.20422
JP_Atahualpa,Ecuador,-1.25,-78.25
panchofreire,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
AndreSamaniego_,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Democracia2017,Ecuador,-1.25,-78.25
miguelalulima,"Loja, Ecuador",-3.99313,-79.20422
raquelinda261,"Loja, Ecuador",-3.99313,-79.20422
JuanCa_Agila,"Loja, Ecuador",-3.99313,-79.20422
albitaherraes,"Loja, Ecuador",-3.99313,-79.20422
jbetancourtb,"Loja, Ecuador",-3.99313,-79.20422
Zula_Torres,"Loja, Ecuador",-3.99313,-79.20422
angelica_padi2,"Loja, Ecuador",-3.99313,-79.20422
SalserosDeporte,"Machala, El Oro, Ecuador",-3.25861,-79.96053
Adrenalina100_9,"Loja, Ecuador",-3.99313,-79.20422
anjo52004,"Paquisha, Ecuador",-3.93299,-78.67722
PablocomoNeruda,"Loja, Ecuador",-3.99313,-79.20422
alexdraarmas,"Lago Agrio, Sucumbíos, Ecuador",0.1,-76.86667
Ayerve123,"Machala, El Oro, Ecuador",-3.25861,-79.96053
alejofierromo,"Loja, Ecuador",-3.99313,-79.20422
hacalderon,"Loja, Ecuador",-3.99313,-79.20422
Proferenan,"Arenillas, El Oro, Ecuador",-3.55,-80.06667
yas1101,"Loja, Ecuador",-3.99313,-79.20422
ChClinica,"Loja, Ecuador",-3.99313,-79.20422
GuidoCalderonEC,"Loja, Ecuador",-3.99313,-79.20422
PaulOrtizEc,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
IsraelOjedaJ,"Loja, Ecuador",-3.99313,-79.20422
grguaman,Ecuador,-1.25,-78.25
Chrispaz,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Jotaner_,"Piñas, El Oro, Ecuador",-3.68107,-79.68083
dane_gallardo,"Ambato, Tungurahua, Ecuador",-1.24908,-78.61675
LeonardoMalla2,Ecuador,-1.25,-78.25
SaviorMonkey,"Loja, Ecuador",-3.99313,-79.20422
Katiuchamba,Ecuador,-1.25,-78.25
mariaribaden,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Rolandoaucatoma,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Cesar_Aguirre_,"Loja, Ecuador",-3.99313,-79.20422
EspinRadio,Ecuador,-1.25,-78.25
carlosquezadar,Ecuador,-1.25,-78.25
darwinloja10,"Loja, Ecuador",-3.99313,-79.20422
MariaFe87338694,"Arenillas, El Oro, Ecuador",-3.55,-80.06667
imaginesistemas,"Loja, Ecuador",-3.99313,-79.20422
lis_marizaca,"Loja, Ecuador",-3.99313,-79.20422
2205flower,"Loja, Ecuador",-3.99313,-79.20422
TatianaRojasL,"Loja, Ecuador",-3.99313,-79.20422
Christophermina,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Patty16041,Ecuador,-1.25,-78.25
CristhianV29,"Loja, Ecuador",-3.99313,-79.20422
ketty_vc,"Loja, Ecuador",-3.99313,-79.20422
lacv_moncho,"Loja, Ecuador",-3.99313,-79.20422
08david_q,"Loja, Ecuador",-3.99313,-79.20422
jackfive521,"Loja, Ecuador",-3.99313,-79.20422
pamelili_2012,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
jevinan,"Machala, El Oro, Ecuador",-3.25861,-79.96053
JoseLuisig96,"Loja, Ecuador",-3.99313,-79.20422
JennyPa17903295,"Loja, Ecuador",-3.99313,-79.20422
civanespinosa,"Loja, Ecuador",-3.99313,-79.20422
PabloXBurneo,"Loja, Ecuador",-3.99313,-79.20422
KatyGuaicha,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
Jasotoperez,"Loja, Ecuador",-3.99313,-79.20422
Cortiz2911,"Loja, Ecuador",-3.99313,-79.20422
ivajaramillo,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
majiiBravo,"Loja, Ecuador",-3.99313,-79.20422
MaJoAH_ldu,"Loja, Ecuador",-3.99313,-79.20422
EltonCastillo,"Loja, Ecuador",-3.99313,-79.20422
jeguamanj,"Loja, Ecuador",-3.99313,-79.20422
Bruneins3,"Loja, Ecuador",-3.99313,-79.20422
GarboaDiana,"Galápagos, Ecuador",-0.67015,-90.87341
_umaru91,"Loja, Ecuador",-3.99313,-79.20422
ANAMARIAROGELOJ,"Loja, Ecuador",-3.99313,-79.20422
Silpaty23,"Loja, Ecuador",-3.99313,-79.20422
diegotipicov,"Loja, Ecuador",-3.99313,-79.20422
davidroserow,Ecuador,-1.25,-78.25
RUTHLASTRA4,"Machala, El Oro, Ecuador",-3.25861,-79.96053
Abygaeli,"Loja, Ecuador",-3.99313,-79.20422
df_cordova,"Loja, Ecuador",-3.99313,-79.20422
saulmontalvan51,"Las Lajas, El Oro, Ecuador",-3.80555,-80.0585
AneitaVerito,"Loja, Ecuador",-3.99313,-79.20422
vozcondeanibal,Ecuador,-1.25,-78.25
Gabriel40305325,"Loja, Ecuador",-3.99313,-79.20422
davidshd,"Loja, Ecuador",-3.99313,-79.20422
ivanroser,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
mayleonardg,"Loja, Ecuador",-3.99313,-79.20422
gperalta4930,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
serranodelsur,"Loja, Ecuador",-3.99313,-79.20422
hernancueva66,"Loja, Ecuador",-3.99313,-79.20422
pablo852010,"Loja, Ecuador",-3.99313,-79.20422
Lkmogrovejo,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
PattyBarce006,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
IESSEsmeraldas,"Esmeraldas, Ecuador",0.9592,-79.65397
sinisterkidisak,"Loja, Ecuador",-3.99313,-79.20422
BiessEcuador,Ecuador,-1.25,-78.25
ike_92,"Loja, Ecuador",-3.99313,-79.20422
kcvaldiviezo,"Loja, Ecuador",-3.99313,-79.20422
manyu60,"UTPL, Loja, Ecuador",-3.98795,-79.19889
LeonardoIzquie8,"Loja, Ecuador",-3.99313,-79.20422
YaguanaLeopoldo,"El Oro, Ecuador",-3.25861,-79.96053
AMEcuador,Ecuador,-1.25,-78.25
Victori56890133,"Guayas, Ecuador",-2,-79.83333
fsanchezpuertas,"Loja, Ecuador",-3.99313,-79.20422
JoeLimongi,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
EstefaniajararR,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
harryaureo,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
XaviJaramillo90,"Loja, Ecuador",-3.99313,-79.20422
ACh88_EC,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
javieromusic,Ecuador,-1.25,-78.25
ReinaJimnez,"Loja, Ecuador",-3.99313,-79.20422
mayravillagome2,"Machala, El Oro, Ecuador",-3.25861,-79.96053
Sercop_zonal7,"Loja, Ecuador",-3.99313,-79.20422
jofercai,"Loja, Ecuador",-3.99313,-79.20422
EltonTafili3,Albania,41,20
VaneNole,"Loja, Ecuador",-3.99313,-79.20422
hotwife26,"Loja, Ecuador",-3.99313,-79.20422
ivrodrigom,Ecuador,-1.25,-78.25
SoyardEcu,"Loja, Ecuador",-3.99313,-79.20422
Qchu13,"Loja, Ecuador",-3.99313,-79.20422
Pipe8amo,"Barcelona, España",41.38879,2.15899
m_cango,"Zaruma, El Oro, Ecuador",-3.69132,-79.61174
GN323S,"Loja, Ecuador",-3.99313,-79.20422
Crysjumbo03,"Loja, Ecuador",-3.99313,-79.20422
sinchire1,Ecuador,-1.25,-78.25
petorresbailon,"Loja, Ecuador",-3.99313,-79.20422
mipunin,"Loja, Ecuador",-3.99313,-79.20422
JuniorRosillo,"Loja, Ecuador",-3.99313,-79.20422
